unused,unused,topic,songFragment
,,money,"Wolność jest twoim zniewoleniem Śmierć to wolność, wolność to strach Walka to droga, cel jest pragnieniem Śmierć wyzwoleniem - pragnij i walcz Sen to marzenia, miłość to sens Nadzieja jest matką, głupota"
,,money,"Ostatnie oznaki, wydarzenia Ukazują odniesienie świat nad przepaścią Odmienności, zero wiarygodności Kurczące się dłonie i bolące skronie Krwawiące pokoje I zerwane krzyże Chciałbyś przysiąść, nic nie"
,,money,"od rana chodzisz po mojej głowie zróbmy to w łazience, nikt się nie dowie przy sobie kartę mam i banknot w rulonie  lekko mnie spina dobrze wiesz, ze to jest twoja wina czysta jesteś, ale nie jesteś niewinna moja"
,,money,"muszę, muszę, muszę  muszę się już zebrać ja noc i klucze do cudzych mieszkań ja broń incydenty na przedmieściach szara strefa, do której dziś nie ma wejścia dokumenty sa poukrywane w sejfach  nikt nie"
,,money,choć skarbie tu nie pamiętajmy już o tym co było nie bójmy się snów zrobi się miło złap mnie za rękę i żyjmy tą chwiląnie liczmy już stów /2xto tylko pieniądze i one zawsze są tu i na zawsze będą jak wszystkie
,,money,"jestem ulica, jak TN I ASICS Mordo pod blokiem kaptur, a nie gram w filmach porno spanie jest dla bogatych, wiec znów do domu nocą ja robię swój job ty robisz blowjob skur*  (fr.) Jack Daniels, belvedere Bogota,"
,,money,Pieniądze to nie wszystko nie wszystko to pieniądze kolega to nie banknot a księżyc to nie słońce od b do d do k emes i na tym nie kończe ode mnie rap z Warszawy dla ludzi w całej Polsce x2  Lubie to wyżyć
,,money,"Mówią, że pieniądze szczęścia nie dają Tak mówią tylko ci co je mają Historia - pojechał z bratem Ich najnowszym Seatem wracali Drzewo ominęli fartem, ale następna była latarnia O żesz kurwa mać, nie mieli"
,,love,Siedzę zanurzona w oceanie wanny  zmywam z siebie Ciebie dotyk Twój poranny  zmywam pocałunki resztą silnej woli  powoli  zmywam z siebie Ciebie to co pozostało  z nocy nieprzespanej gdy do ciała-ciało
,,love,"Wszystkie historie o miłości zwykle kończą się tak samo    A On ją kocha ponad życie, ale dla niej to za mało                D I zabiera swoje rzeczy, w szafie nie zostawia nic                 h A I wiadomo,"
,,love,"sobie zwłaszcza krzywdę zrobiłbyś umiesz milczeć, mam nadzieję każdy w życiu dźwiga jakiś krzyż ten twój wcale ciężki nie jest  czekolady, lodów ile chcesz i te adidasy nowe wszystko to by mogło zniknąć,"
,,love,"Chciałbym znów zobaczyć  moją wakacyjną miłość z 2006 Chciałbym spojrzeć Ci w oczy, na plaży pijąc wino I powiedzieć: Skarbie, jak ja kocham Cię  Każdy się zakochał kiedyś na wakacjach I pamięta pierwszą"
,,love,jak cofnąć czas czas który biegnie wciąż przed siebie twych oczu blask wciąż przypomina dawną ciebie chce chociaż raz przywołać chwile z naszych dawnych lat kiedyś zakochani tak gdzieś mieliśmy cały świat  bo
,,love,"Zwykły szary człowiek, marna praca i los zmienić nic nie może mało tak ma z życia, Bóg pomyślał i rzekł niech dziś 6 wygra nagle świat oszalał, drogie auta i hajs kilka kobiet naraz miałeś to co chciałeś, żyłeś"
,,love,Ty już od dawna tak nie patrzysz na mnie Jak patrzyłaś wtedy pierwszy raz Ty już nie całujesz tak słodki Powiedz czemu w tobie ogień zgasł  Ja już ten nie czuję bliskości Ani ciepłą twoich delikatnych
,,love,"Co było się skończyło i chociaż było miło wzmocniło nie zabiło to była głupia miłość /2x     Dzisiaj wiem byłaś całym moim życiem sensem istnienia i moim odkryciem Nasze wspólne plany ,pomysły.  Ten czas"
,,love,"brązowe ciało i żółty piach niebieskie morze, czerwień twych warg słońce w zenicie mówi mi zę że tego lata zakocham się  miłość przychodzi znienacka sama otwiera se drzwi schowaj ja głęboko w sercu nadchodzą"
,,love,"Kiedy słyszę, że płacze gitara to wzruszenia się ukryć nie staram Z taką muzą minął przecież piękny czas, ona wciąż siedzi w każdym z nas  Krytyk powie, że wszystko już było, lecz nie zmienia się rockowa"
,,money,"Całe miesiące : Październik , listopad , grudzień czekam jak z tego le'targu wreszcie sie wybudzę i dalej jeszcze Styczeń , luty , marzec , kwiecień kiedy wreszcie aura ciepłe dni nam przyniesie wciąż"
,,money,"Płoń, płoń, nie ma litości Dla tych, co czynią ohydę Płoń, płoń, koniec radości Gdy ognie się ślizgają po ohydy wstydzie Uważaj, tu trwa ohydy przewalanie Polityczne frakcje dzielą się, jednoczą Drewniane"
,,money,"Czy mam pieniądze, czy grosza mi brak - ja stawiam Czy los mi sprzyja, czy idzie mi wspak - ja stawiam Czy mam kompanów dziesięciu, czy dwóch Czy mam ochotę na rum, czy na miód Czy mam pieniądze, czy grosza"
,,money,To tak siedzi w nas jak mało coZ mlekiem matki bierzesz chyba toPlotka i obmowa wiedźmy dwieCiągle w swojej mocy mają cięSkandal bez niego pusty jest dzieńSkandal gazety czerwienią sięSkandal od razu wszystko
,,money,"Powolny świat, a na koncie jeden(?) Lepiej mi było gdy nie znałem ciebie Bajzel w pokoju, puste butelki Ty leżysz przymnie i wciąż chcesz więcej : - ""Za mało mnie kochasz"", słyszę bez końca Pytasz: - czy"
,,money,"Zawsze wiedzą, co jest grane Służą radą i pomocą Dzięki nim widziałeś damę, chociaż Pokazują góry złota Zagrabione przez złych ludzi Dzięki nim znasz łapy kota Wiesz, jak bardzo mysz roznudzi 	Domy i mosty 	Małe"
,,money,My wkurwieni codziennością Wszyscy czujemy to samo Los nas dawno okradł z szans Czas pokazać swą tożsamość Wychowani na ulicy Dobrze swoje miasto znamy Tu się toczy nasze życie Życie o którym śpiewamy Ref.
,,money,Mówiłeś do ludzi - oni ci ufali Uwierzyli tobie - oni cię wybrali Wierzyli ze naprawdę - na nich ci zależy Bo przecież mówiłeś - dużo takich rzeczy Jesteś kolejnym pierdolonym politykiem x 4 Ale tobie
,,money,słowa: Andrzej Kondratiuk (pseudo P. Abel) muzyka: Jerzy Satanowski Chudy bocian  Chuda żaba  Rozmawiali o  Życiu najogólniej mówiąc  Chudy bocian powiedział  Po co udawać  Pieniądze za późno  Starość
,,money,"1. Tam mnie zesłał on, żołnierzy ojciec Mówił walczcie tak, jak za swój kraj Dzisiaj każdy z Was może czuć się dumny Nadszedł już ten czas, okupacja trwa. Walcz, walcz Walcz i okazuj gniew Walcz, walcz Walcz,"
,,love,"Co dzień, prawie co noc z tamtych okien patrzy, z całych sił co dzień większa, co noc miłość podglądaczy sprawdza czy tu tu tu, czy kochasz się, tu tu tu ktoś jeszcze jest tu tu tu rozkręca się... obserwują"
,,love,"Idziesz sobie ulica jest zwyczajny wiosenny dzień nagle ziemia się trzęsie W jednej chwile twój świat zmienia się Widzisz ją Te oczy jak słodki grzech Te usta tak kusza cię I wiesz juz Ty za nią pójdziesz,"
,,love,"Nie byłeś wart tych wiecznych szans Nie chciałam już tych wielu kłamstw Upadłam lecz, znów twarda tak Anioł siłę dał  Przegrałam grę, lecz walka trwa Liczyłeś ze zniszczysz mój świat Uprzedzam cie: nie"
,,love,szybko tak zakochał sie aż zapomniał ze to Wakacyjna miłość która właśnie tyle trwa ile ktoś ci da czasu żeby minął  tak sie ważny przy niej czuł wielkie plany czuł długiej szczęśliwości na walizkach byli
,,love,"ręce szybko myju myju dezynfekcji nastał czas prawie tak jak w Czarnobylu wirus nie zatrzyma nas póki co siedzimy w domu przez telefon piszę, że trzeba skarbie to przetrzymać bardzo mocno kocham cię  pocałować"
,,love,Nowa miłość Jak nowa tyra Najpierw tęcza Potem szef to chu* Gówno płaci I się trzeba zwijać Bo ta nowa zdzira zwija awans twój  Kiedy on cię przestał zauważać Czy to jeszcze kwestia zaufania Myślałeś że
,,love,Tak szybko mija czas Znów biegnę dziś do ciebie Zobaczyć twoją twarz i poczuć się jak w niebie Szczęśliwy każdy dzień gdy znowu jesteś blisko Przytulasz do mnie się I mamy wszystko /2x  To były wakacje
,,love,"Każdy znał taką perłę, za którą dałby się pociąć  Latami stać w kolejce, która nazywa się „pociąg” Wysokie progi nie wszyscy przeskoczą – to pewne  A przecież Ty to nie wszyscy, wie to już całe osiedle"
,,love,"Jesteś najlepsza dla mnie idealna Puszysta, apetyczna, na pewno nie banalna Prawdziwa kobieta musi mieć to ciało Bo dla mnie, bo dla mnie zawsze go za mało  Zawsze mnie kręciły kobiece krągłości Stroniłem"
,,love,"Stary, ja nie rozumiem tych kobiet. Na początku jest wspaniale- miłość, kwiatki, pierdolone motylki w brzuchu, a potem zaczyna Ci taka wpierdalać helikoptery, choinki i ludzi. Nawet kiedyś skonstruowała"
,,money,"O Jasności tego świata Spraw by brat nie zabijał brata Dlaczego musimy walczyć? O nie. Wszyscy walczą o pieniądze, By zaspokajać swoje żądze, Ale ja mówię wam: o Jah dziś siły wam da. Odstąpmy od Babilonu Na"
,,money,"Jedyna prawdziwa lokomotywa, hiphopotama mama Jedyna prawdziwa lokomotywa, hiphopotama mama Jedyna prawdziwa lokomotywa, hiphopotama mama Jedyna prawdziwa lokomotywa, hiphopotama mama Ona chce mieć jego"
,,money,Ludzie!!!! Pomocy!!!! Ludzie ratunku!!! Mam pieniądze do spalenia!!! Kto mi pomoże!!! Sam ich nie spale bo się boje!! Ludzie!! Pomocy!!! Kto mi pomoże!!! Ja ci pomogę zioooooooooooom A któż to? Czy to
,,money,Młody Boss ciągle rosnę jakbym grał w mario bros sam się rządzę pierd* każdy rząd chcą zabrać me pieniądze i ustawić mnie w rząd zabronić jarać sort Młody Boss ciągle rosnę jakbym grał w mario bros sam
,,money,"Mamo, to nie jest pierwszy mój listDotąd mi nie odpisał niktJeden ktoś jutro już ma stąd wyjśćParę słów weźmie mi za drzwiProszą mnie - opisz jej turnus naszNo więc nas jak na dłoni maszJak na apel stawiamy"
,,money,"Wciąż przychodził, była młoda i  zawrócił trochę w głowie, nie pytała skąd ma brykę i pieniądze,              mówił, że jest mocny w nogach i że z dragów, samochodów  się wywinie, ale w końcu wyrok dostał."
,,money,"I na co liczyłeś kłamliwy kochanku?  Że spojrzy w twe oczy i muśnie twe włosy  Przypadkiem ustami i szeptem utuli do snu  Całusami nakarmi cię znów  A może myślałeś, że wyzna Ci miłość,  Że powie, że jesteś"
,,money,"Zarabiam cztery tysiące, z tego mi biorą połowę, dzięki której samotna matka dostaje becikowe Też chciałbym być na jej miejscu, wydawać darmowe pieniądze To piękne gdy można legalnie okradać, za to, że"
,,money,"Zwykły szary człowiek, marna praca i los zmienić nic nie może mało tak ma z życia, Bóg pomyślał i rzekł niech dziś 6 wygra nagle świat oszalał, drogie auta i hajs kilka kobiet naraz miałeś to co chciałeś, żyłeś"
,,money,"Madonno, polska Madonno Panno z dzieckiem mów Jak ty sobie radzisz Nocą wśród złych snów?  Madonno, polska Madonno Skąd masz pieniądze na czynsz Czy cię nie przeraża Pająk albo mysz?  Damy ci kwiatek na"
,,love,"Nie byłaś nigdy moja, wiem dobrze wiem choć zrozumialem nie chce straciłem cię nie umiem sercu kazac przestać bic w moich marzeniach zawsze bedziesz ty nie umiem cie zapomniec nie pros mnie zostaniesz"
,,love,"Los przywiał w tę samą ich stronę,  przybliżył na chwilę do siebie,   jak Wenus i Mars  zagubione  na czarnym, ogromnym, złym niebie  Dwa punkty świetliste w bezkresie  wśród martwej i zimnej przestrzeni"
,,love,"Mówią: „Zwiodła cię, zabiła z wiary twej, Znalazła w tobie łatwy cel” Potem zniknęła gdzieś Z wiatrem szukałeś jej Z żalem tańczyłeś tylko sam  Jak ślepcy w miłości błądzimy we mgle Jak głupcy z mądrości"
,,love,"Los przywiał w tę samą ich stronę,  przybliżył na chwilę do siebie,   jak Wenus i Mars  zagubione  na czarnym, ogromnym, złym niebie  Dwa punkty świetliste w bezkresie  wśród martwej i zimnej przestrzeni"
,,love,"I C                                                    d Radosny nastał dzień, dzień wielkiej miłości G                                     C Kłótnie milkną już w niepamięć idą złości C7              "
,,love,"Radosny nastał dzień, dzień wielkiej miłości Kłótnie milkną już w niepamięć idą złości Radośnie bije dzwon już kolęd płyną dźwięki W Betlejem na sianku śpi Jezus malusieńki  Dziś mała Dziecina nam się"
,,love,Wyryję tuszem moją ksywę psie Na ścianach twojej czaszki NAwijam tak jakbym zamiast języka miał ogon płaszczki Australijski ptasznik .. z jadem każdy .. skończy jak prostytutki ...  * cdn. :)
,,love,Każda chwila kończy się Razem z wiatrem tak przemija I nadchodzą szare dni Wszystko ciebie przypomina Lecz w pamięci został mi  Tylko bukiet tamtych róż Które tak dawałem ci w tamte dni  A mojej głowie
,,love,"1. Jesteśmy do siebie przywiązani,  przywiązaliśmy się do siebie sami,  Jedna pętla, my, cztery ręce,  w końcu sznur pęknie, któreś z nas gdzieś odejdzie,  Mija czas i się w końcu  wszystko pieprzy, czas"
,,love,nie wiedziałem co to znaczyć ma gdy mijałaś mnie i tu i tam Pomyślałem sobie zwykły ktoś Chodzi ze mną jak na złość   w tajemnicy ktoś powiedział mi Ona marzy i o tobie śni Czemu trudno dzisiaj zdobyć
,,money,"Madonno, polska Madonno Panno z dzieckiem mów Jak ty sobie radzisz Nocą wśród złych snów?  Madonno, polska Madonno Skąd masz pieniądze na czynsz Czy cię nie przeraża Pająk albo mysz?  Damy ci kwiatek na"
,,money,"Sweet Noise oni nam kurwa pokażą  Im się wydaje, że mogą nas okłamywać Mogą wyciągać nasze pieniądze dając w zamian gówno Kompletnie nic Ale sytuacja się zmieniła Ludzie mają otwarte oczy, otwarte uszy I"
,,money,"Prawo dla biednych Prawo dla bogatych Ono było i będzie Na to nie ma rady Nie jeden biedny o to prawo się starał Ale sąd pieniądze nad prawo przedkłada Ktoś, kto kradnie tutaj grube miliony Nie będzie"
,,money,"Ludzie! Jak mi świat się nie podoba! (o raj, oh yes, blues) Ludzie! Ja przeżywam ciągły stres! (stres? A yes, yes, stres) Równość miała być i sprawiedliwość, Więc się pytam, gdzie ta równość jest?! Ot"
,,money,"Po kawiarniach przesiadują młodzi, nawiedzeni ludzie W barach piwnych przy stolikach zbuntowani tłoczą się Spici anarchiści obmyślają wielkie akcje tuż przed snem Wielkie akcje tuż przed snem Wielkie akcje"
,,money,"Nie trwa wiecznie nic. Więc przestań o mnie śnić. Zapomnij! Dosyć Twoich kłamstw. Mam całkiem inny plan. Zapomnij teraz! To nierealne. Teraz! To tak banalne. Teraz! To nie poważne. Teraz! To dla mnie ważne. Szkoda,"
,,money,"Uroda, uroda, uroda, już po urodzie, przygoda, przygoda, przygoda, już po przygodzie... Idą sierpnie i wrześnie, a my jeszcze i jeszcze, po co nam to, na co nam to, po co nam to, na co nam to. Tak mi z"
,,money,"Uroda, uroda, uroda, już po urodzie, przygoda, przygoda, przygoda, już po przygodzie... Idą sierpnie i wrześnie, a my jeszcze i jeszcze, po co nam to, na co nam to, po co nam to, na co nam to. Tak mi z"
,,money,"Tak bardzo niecierpliwy jestem  chcę cię Tu i Teraz  kobieta, melanż, pieniądze, kariera teraz życie to sztuka wyboru umiem wybierać teraz świat chce mi wszystko dać więc biorę teraz Tak bardzo niecierpliwy"
,,money,"Uroda, uroda, uroda, już po urodzie, przygoda, przygoda, przygoda, już po przygodzie... Idą sierpnie i wrześnie, a my jeszcze i jeszcze, po co nam to, na co nam to, po co nam to, na co nam to. Tak mi z"
,,love,Polska flaga to nie szmata żebyś po niej chamie bazgrał kozi wólka czy inna zjeb nazwa co obchodzi ze sportowa wschodzi gwiazda to nie powód żeby mazać po fladze chcesz to znowu zrobić miej na uwadze nie
,,love,"i nie wiem gdzie sie podziać mam co robić i co myśleć fakt tamta akcja to nie takt przecież skarbie to nie tak nie rozumiem siebie, no a mam zrozumieć ciebie – jak? na zewnątrz skorupa głaz w środku Kruchy dobrze"
,,love,będziesz słońcem z najszczęśliwszych snów gdy w tanecznym rytmie ślubnych słów włożysz uśmiech ze swych słodkich lat w mój świat
,,love,"Zakochałam się na końcu świata, gdzieś tam Gdzieś tam Na nieboskłonie pojawił się złoty strzał Piękny bal Wtedy na Zienie z wielkim hukiem Mały chłopiec spadł Boży traf Wszystko wybuchło zostawiając tylko"
,,love,"w jasnych barwach widzi świat nie dostrzega bliskich wad wszystkich pragnie wziąć w raniona głodna, nawet gdy spełniona miłość miłość taka jest  krzywd pamiętać nie chce bo zwykła dobrem płaci zło w głowie"
,,love,"to jest miłość to uczucie łączy serca to jest miłość to pragnieniem, które nosi każdy z nas  to jest miłość nasza definicja szczęścia to jest miłość to jest coś, co daje siłę aby trwać  *Premiera 01-12-2018"
,,love,"tak sobie siedzę tak sobie myślę co tu naprawdę w życiu ma sens patrzę na sufit patrzę na okno i ciągle nie wiem, a wiedzieć chcę jedno pytanie w głowie mam co to jest miłość? no co to jest miłość? jedno"
,,love,"Gdy życia sens nagle zgasł Gdy bezsilny jesteś Snujesz się niczym ćma I pofrunąć nie masz sił Światła blask woła znów Byś rozwinął skrzydła Tak jak ręki ciepły gest Co pozwoli podnieść się  Wierzę w miłość,"
,,love,"Nocą dudni zegar  Rozpędzony świat  Słyszę swoje myśli  Niby godzin płacz  Ktoś mnie woła nocą Budzi mnie ze snu  I do tańca prosi pójdź  Miłość, nasza miłość Tak, jak wielka rzeka  Płynie, płynie poprzez"
,,love,ten kto kochał raz to kochał … nasza miłość nigdy nie zniknie ten kto kochał wie ze miłość jest piękna …  ten kto kochał raz … nasza miłość nigdy nie zniknie ten kto kochał wie ze miłość jest piękna ..
